latitude,longitude
57.148931,-2.098368
57.147252,-2.097108
57.14745,-2.096481
57.145345,-2.100656
57.152102,-2.098393
57.152309,-2.098493
57.147907,-2.098481
57.149073,-2.099972
57.149881,-2.100801
57.150537,-2.10143
57.150815,-2.101547
57.150868,-2.102043
57.151551,-2.101929
57.151212,-2.099069
57.151677,-2.102376
57.150709,-2.098836
57.150815,-2.101547
57.149793,-2.098486
57.149883,-2.099148
57.149369,-2.101014
57.15061,-2.100026
57.150852,-2.099745
57.152422,-2.102956
57.150815,-2.100886
57.152216,-2.101633
57.150377,-2.099166
57.152755,-2.1018
57.153233,-2.099487
57.15256,-2.098758
57.15256,-2.098758
57.15256,-2.098758
57.152793,-2.099073
57.152102,-2.098393
57.150135,-2.097793
57.151581,-2.098723
57.151824,-2.097699
57.152468,-2.101832
57.151375,-2.097598
57.149668,-2.098106
57.151604,-2.103417
57.152591,-2.104643
57.152753,-2.104808
57.153751,-2.103158
57.151774,-2.103996
57.151585,-2.104508
57.1519,-2.104327
57.151674,-2.104987
57.152071,-2.103963
57.153085,-2.105256
57.153605,-2.10572
57.15374,-2.105935
57.153923,-2.101473
57.153363,-2.104942
57.153751,-2.103158
57.152781,-2.10347
57.152717,-2.103949
57.153751,-2.103158
57.153374,-2.103042
57.153374,-2.103042
57.153374,-2.103042
57.153014,-2.10385
57.149615,-2.096999
57.149974,-2.09733
57.150334,-2.09667
57.153294,-2.101851
57.153294,-2.101967
57.153166,-2.104562
57.147323,-2.098513
57.146891,-2.098826
57.150013,-2.104139
57.146946,-2.098181
57.152618,-2.104229
57.152089,-2.103633
57.151559,-2.103036
57.147044,-2.098843
57.147817,-2.098977
57.153294,-2.101851
57.149163,-2.100468
57.149342,-2.101295
57.149791,-2.101775
57.147781,-2.098002
57.150383,-2.10219
57.150778,-2.102423
57.148993,-2.100038
57.149979,-2.101974
57.148801,-2.104103
57.146162,-2.100989
57.14645,-2.100725
57.146773,-2.100412
57.1468,-2.100594
57.146961,-2.101255
57.14636,-2.100229
57.146856,-2.098429
57.14698,-2.100214
57.147393,-2.100331
57.147977,-2.100845
57.146503,-2.101271
57.147042,-2.101917
57.147743,-2.100877
57.148623,-2.101128
57.149799,-2.102486
57.148202,-2.09992
57.148099,-2.105341
57.147574,-2.099571
57.148531,-2.104102
57.149078,-2.105575
57.150515,-2.105496
57.151044,-2.106589
57.152972,-2.110511
57.153,-2.109586
57.150957,-2.10358
57.150957,-2.102936
57.150723,-2.103497
57.150481,-2.103628
57.150113,-2.103181
57.149788,-2.105097
57.151001,-2.104357
57.151342,-2.105184
57.150884,-2.105134
57.151314,-2.106093
57.151737,-2.105599
57.150768,-2.104406
57.151989,-2.104823
57.152249,-2.105319
57.152812,-2.108693
57.147603,-2.107124
57.148166,-2.110877
57.148616,-2.109887
57.145936,-2.10312
57.146528,-2.104278
57.147183,-2.105321
57.147515,-2.105769
57.147827,-2.107951
57.148195,-2.108977
57.148401,-2.109556
57.148366,-2.108647
57.14859,-2.109143
57.14893,-2.109871
57.148078,-2.108398
57.148167,-2.110216
57.148159,-2.10891
57.146646,-2.112707
57.147222,-2.112064
57.147394,-2.110511
57.148618,-2.107904
57.14921,-2.109161
57.149048,-2.108616
57.149489,-2.108435
57.150046,-2.107478
57.149462,-2.10789
57.14966,-2.107477
57.149714,-2.106981
57.14931,-2.106964
57.149292,-2.107393
57.149183,-2.108401
57.14799,-2.106249
57.148654,-2.107226
57.147612,-2.107917
57.147755,-2.108314
57.146432,-2.111087
57.146369,-2.111649
57.146287,-2.112541
57.145765,-2.114026
57.145736,-2.115828
57.147051,-2.111584
57.144937,-2.105414
57.145206,-2.105696
57.145459,-2.104011
57.145801,-2.103434
57.145658,-2.102937
57.663858,-2.489732
57.146867,-2.10651
57.147173,-2.105602
57.146428,-2.104923
57.14589,-2.104177
57.145539,-2.105449
57.145378,-2.104292
57.146158,-2.10588
57.14693,-2.106246
57.146904,-2.105734
57.147271,-2.107156
57.147297,-2.107751
57.146712,-2.109336
57.146613,-2.109121
57.14621,-2.108739
57.146567,-2.110459
57.146549,-2.110707
57.146462,-2.107468
57.146041,-2.106525
57.144584,-2.108569
57.144179,-2.109279
57.144619,-2.109148
57.145651,-2.110043
57.145564,-2.107399
57.145843,-2.106854
57.145796,-2.109482
57.145536,-2.108738
57.145032,-2.109909
57.144394,-2.109759
57.143864,-2.110038
57.144816,-2.110305
57.144879,-2.110322
57.14574,-2.112027
57.145973,-2.112193
57.146792,-2.110625
57.146784,-2.109799
57.146784,-2.109799
57.146182,-2.109781
57.145939,-2.109598
57.145966,-2.109912
57.145501,-2.107828
57.145142,-2.106786
57.144639,-2.106438
57.144351,-2.107743
57.144269,-2.108453
57.143846,-2.109476
57.143567,-2.110269
57.143216,-2.111523
57.14308,-2.112366
57.143045,-2.112019
57.143674,-2.111194
57.143638,-2.111161
57.14528,-2.113314
57.145379,-2.113662
57.143684,-2.110765
57.144599,-2.111957
57.144518,-2.111445
57.145973,-2.112523
57.145612,-2.123098
57.144877,-2.112421
57.146026,-2.113151
57.145137,-2.113016
57.143579,-2.126017
57.143798,-2.122712
57.144067,-2.123672
57.144581,-2.121277
57.145078,-2.118767
57.144602,-2.118303
57.145601,-2.116488
57.144373,-2.113758
57.144553,-2.113163
57.145216,-2.114636
57.14388,-2.112186
57.14361,-2.112384
57.143684,-2.110765
57.14456,-2.114585
57.143547,-2.113309
57.144104,-2.112286
57.143516,-2.117374
57.14375,-2.117143
57.144165,-2.114848
57.143752,-2.114103
57.144223,-2.110766
57.143567,-2.12053
57.143527,-2.114945
57.143912,-2.116252
57.144657,-2.116981
57.145555,-2.11781
57.146542,-2.118474
57.146453,-2.117978
57.145914,-2.117481
57.144199,-2.117294
57.144657,-2.116485
57.144089,-2.118913
57.143988,-2.121788
57.14273,-2.112199
57.143017,-2.113093
57.142566,-2.114496
57.142863,-2.114398
57.143159,-2.114316
57.142634,-2.119007
57.142686,-2.120908
57.142754,-2.124841
57.143313,-2.122876
57.142643,-2.118544
57.145796,-2.109482
57.145796,-2.109482
57.145897,-2.095221
57.146762,-2.091851
57.147453,-2.092762
57.146339,-2.093437
57.146501,-2.092925
57.146564,-2.092694
57.14642,-2.092429
57.147408,-2.093142
57.146798,-2.092314
57.147553,-2.091705
57.146871,-2.090067
57.146629,-2.089604
57.146756,-2.08848
57.146595,-2.086629
57.147177,-2.089142
57.147311,-2.090712
57.146654,-2.092397
57.147724,-2.091391
57.147501,-2.089011
57.147147,-2.093852
57.144875,-2.104224
57.145119,-2.10287
57.146425,-2.098378
57.146565,-2.090529
57.146753,-2.091438
57.145659,-2.101252
57.146109,-2.099683
57.146992,-2.096545
57.146696,-2.095735
57.147226,-2.095654
57.147361,-2.095142
57.144533,-2.105182
57.144317,-2.105726
57.143857,-2.107113
57.143731,-2.107592
57.147533,-2.094646
57.147416,-2.094712
57.143551,-2.108286
57.147317,-2.094943
57.146076,-2.095733
57.143307,-2.109574
57.143028,-2.110647
57.143734,-2.104204
57.141685,-2.105868
57.142044,-2.105654
57.142601,-2.105903
57.142061,-2.106744
57.14269,-2.106515
57.142716,-2.107771
57.14198,-2.106513
57.143326,-2.10888
57.144713,-2.104389
57.144354,-2.104586
57.142747,-2.103524
57.144254,-2.105875
57.142275,-2.108282
57.142671,-2.107903
57.141469,-2.10552
57.143474,-2.103377
57.143349,-2.102716
57.143652,-2.105658
57.142817,-2.105127
57.142108,-2.104696
57.142603,-2.102978
57.141849,-2.10253
57.14192,-2.103538
57.141327,-2.104214
57.141084,-2.104461
57.142556,-2.105457
57.143066,-2.108201
57.142389,-2.111339
57.141968,-2.110528
57.140888,-2.11226
57.14082,-2.108393
57.143466,-2.102452
57.143016,-2.104136
57.142441,-2.104118
57.143655,-2.102089
57.14359,-2.104584
57.143177,-2.10417
57.144994,-2.101432
57.147285,-2.088729
57.143414,-2.099593
57.142083,-2.102498
57.142961,-2.104351
57.142422,-2.104416
57.141053,-2.108559
57.139536,-2.108274
57.141061,-2.110046
57.141024,-2.111038
57.140772,-2.111995
57.144544,-2.103017
57.144651,-2.10386
57.14371,-2.100833
57.144042,-2.101528
57.144051,-2.10171
57.14335,-2.101245
57.143134,-2.101741
57.142658,-2.101971
57.142749,-2.100831
57.142434,-2.101359
57.141769,-2.101026
57.141859,-2.101572
57.141276,-2.10081
57.141158,-2.101239
57.140746,-2.100528
57.144723,-2.103117
57.144849,-2.103266
57.140718,-2.101073
57.144868,-2.101845
57.144473,-2.101744
57.140009,-2.100443
57.140152,-2.101005
57.139488,-2.101004
57.142147,-2.100532
57.142166,-2.099739
57.14186,-2.100399
57.141815,-2.100118
57.144913,-2.10201
57.144797,-2.101167
57.144338,-2.101099
57.143234,-2.100452
57.142426,-2.100615
57.142399,-2.10045
57.141034,-2.100099
57.138475,-2.098622
57.139284,-2.097632
57.143676,-2.098718
57.137909,-2.097612
57.14076,-2.10489
57.140491,-2.104856
57.138035,-2.098273
57.135709,-2.097061
57.139727,-2.104408
57.135709,-2.097061
57.140182,-2.097469
57.138777,-2.10196
57.135062,-2.096729
57.139579,-2.098806
57.139875,-2.0996
57.140432,-2.10018
57.140638,-2.10104
57.140033,-2.104822
57.140726,-2.102527
57.141157,-2.10271
57.143865,-2.098256
57.141328,-2.103157
57.141435,-2.10324
57.143865,-2.098256
57.14523,-2.098127
57.145392,-2.098144
57.144431,-2.097679
57.145159,-2.097631
57.145913,-2.097551
57.14551,-2.096079
57.145321,-2.096805
57.145752,-2.097319
57.145662,-2.096988
57.14498,-2.096276
57.145724,-2.098707
57.145122,-2.099135
57.145091,-2.091517
57.145841,-2.098261
57.145688,-2.098707
57.144544,-2.090342
57.143951,-2.090374
57.146003,-2.097848
57.146686,-2.097421
57.145849,-2.099302
57.145598,-2.099103
57.146461,-2.097354
57.144393,-2.087863
57.146046,-2.099584
57.146315,-2.101386
57.143114,-2.079829
57.143962,-2.088077
57.144397,-2.095035
57.146004,-2.096774
57.142789,-2.095493
57.143105,-2.09333
57.14227,-2.092237
57.141274,-2.091408
57.141534,-2.091524
57.141634,-2.09055
57.144544,-2.090342
57.144967,-2.090178
57.142254,-2.089593
57.146399,-2.096478
57.145744,-2.095617
57.141636,-2.086617
57.141224,-2.085674
57.140739,-2.085558
57.145591,-2.096228
57.145663,-2.096658
57.141366,-2.088533
57.139808,-2.094098
57.141243,-2.095853
57.14085,-2.093803
57.14234,-2.094699
57.142135,-2.093278
57.141345,-2.092251
57.140888,-2.090763
57.140455,-2.093835
57.141377,-2.084882
57.140722,-2.095984
57.140894,-2.095307
57.141196,-2.087013
57.141184,-2.07847
57.139375,-2.095898
57.139556,-2.093998
57.141424,-2.094895
57.138656,-2.096656
57.139316,-2.102341
57.141345,-2.092251
57.138953,-2.095236
57.139186,-2.096343
57.13738,-2.096686
57.141424,-2.094895
57.13823,-2.100818
57.137626,-2.104121
57.135497,-2.103438
57.13362,-2.103482
57.140632,-2.096116
57.141794,-2.093012
57.133567,-2.102491
57.137269,-2.100634
57.136954,-2.101261
57.132684,-2.105792
57.133033,-2.106388
57.133269,-2.104225
57.137285,-2.102964
57.138158,-2.10176
57.137851,-2.102916
57.137645,-2.102486
57.132823,-2.100605
57.131622,-2.097282
57.134703,-2.096629
57.136584,-2.104234
57.139532,-2.102127
57.139477,-2.102953
57.138743,-2.100225
57.138259,-2.098571
57.137213,-2.103905
57.137744,-2.102172
57.138249,-2.100009
57.135299,-2.104462
57.134435,-2.106359
57.137988,-2.100074
57.137397,-2.098635
57.137244,-2.099031
57.133905,-2.105597
57.133635,-2.106274
57.131822,-2.105046
57.132435,-2.10181
57.134404,-2.100444
57.139051,-2.108173
57.13826,-2.108171
57.137541,-2.109061
57.138235,-2.106535
57.139152,-2.105381
57.13962,-2.103978
57.13865,-2.103628
57.135564,-2.098465
57.136991,-2.099923
57.138136,-2.105725
57.134655,-2.100924
57.135096,-2.10005
57.137985,-2.104519
57.137077,-2.105359
57.136708,-2.105903
57.133668,-2.099716
57.134152,-2.100179
57.135337,-2.101488
57.136093,-2.100532
57.137263,-2.108168
57.137484,-2.112365
57.136859,-2.108167
57.137214,-2.11248
57.137072,-2.110794
57.136364,-2.108793
57.135394,-2.109269
57.136459,-2.102201
57.135678,-2.102497
57.141745,-2.108297
57.140015,-2.104012
57.140581,-2.103733
57.132121,-2.101297
57.136612,-2.102004
57.135036,-2.107253
57.134613,-2.097455
57.140241,-2.103088
57.13607,-2.105538
57.140125,-2.101567
57.140676,-2.108955
57.140783,-2.109798
57.139928,-2.111811
57.139414,-2.10373
57.139298,-2.102953
57.135683,-2.106709
57.136159,-2.107454
57.140008,-2.112968
57.140251,-2.11244
57.139723,-2.110075
57.139435,-2.109959
57.138994,-2.111395
57.139649,-2.112074
57.139424,-2.112388
57.139235,-2.112618
57.134827,-2.110457
57.138734,-2.110469
57.139001,-2.112882
57.135967,-2.111105
57.136712,-2.111339
57.138148,-2.11245
57.137951,-2.112581
57.138887,-2.109775
57.142311,-2.108976
57.146602,-2.090165
57.139849,-2.109497
57.140407,-2.108673
57.139545,-2.108208
57.135497,-2.103438
57.139542,-2.111264
57.13542,-2.099605
57.135635,-2.099357
57.138121,-2.091136
57.13616,-2.094072
57.13786,-2.091383
57.137689,-2.091614
57.136287,-2.092817
57.135784,-2.093047
57.134041,-2.093835
57.134652,-2.093226
57.135056,-2.092946
57.135533,-2.092683
57.135928,-2.092403
57.13663,-2.091314
57.136926,-2.09077
57.137349,-2.089994
57.137691,-2.089384
57.137979,-2.088905
57.138194,-2.089335
57.137987,-2.089682
57.137708,-2.09016
57.137429,-2.090837
57.136665,-2.092008
57.136991,-2.089085
57.136622,-2.089579
57.136208,-2.090338
57.135938,-2.090833
57.135983,-2.091544
57.135228,-2.091955
57.134706,-2.092449
57.134338,-2.092696
57.137314,-2.088325
57.137368,-2.089251
57.133844,-2.093009
57.131903,-2.093747
57.131472,-2.092821
57.131222,-2.090673
57.131537,-2.08993
57.131787,-2.092079
57.132739,-2.092626
57.133997,-2.092233
57.135058,-2.091244
57.136128,-2.089611
57.136488,-2.08905
57.136901,-2.088291
57.138589,-2.089105
57.137871,-2.088558
57.137602,-2.08826
57.137028,-2.087416
57.136534,-2.087382
57.136012,-2.088289
57.136146,-2.088868
57.134627,-2.090698
57.136282,-2.08677
57.134969,-2.089063
57.132713,-2.091618
57.132677,-2.090842
57.132759,-2.089752
57.131969,-2.088891
57.131988,-2.087619
57.134341,-2.087889
57.134747,-2.086271
57.134421,-2.089244
57.135169,-2.085925
57.133673,-2.093124
57.132608,-2.087125
57.132241,-2.085191
57.133836,-2.09177
57.133531,-2.089886
57.13338,-2.087473
57.133749,-2.087474
57.132987,-2.084301
57.134775,-2.084635
57.134082,-2.086666
57.132914,-2.08587
57.132781,-2.083722
57.133097,-2.08174
57.133501,-2.082171
57.132423,-2.082416
57.130892,-2.087104
57.131594,-2.086164
57.131296,-2.087468
57.130764,-2.090308
57.130817,-2.092225
57.130351,-2.090539
57.130376,-2.092653
57.130573,-2.09343
57.131113,-2.093184
57.135986,-2.08629
57.135844,-2.084968
57.135809,-2.083464
57.135873,-2.081416
57.135972,-2.081433
57.135243,-2.083166
57.135614,-2.07821
57.135938,-2.078558
57.134911,-2.082207
57.136467,-2.079732
57.135497,-2.079499
57.13448,-2.082107
57.134157,-2.081677
57.134545,-2.079414
57.133799,-2.07933
57.134455,-2.078902
57.135047,-2.080109
57.13486,-2.078176
57.135192,-2.078589
57.135031,-2.076755
57.135822,-2.076013
57.137209,-2.071076
57.13756,-2.069226
57.133853,-2.078719
57.135715,-2.074675
57.136003,-2.074709
57.13639,-2.072975
57.138572,-2.08851
57.138015,-2.088063
57.137692,-2.087616
57.137226,-2.086805
57.136966,-2.085813
57.136769,-2.084706
57.136751,-2.084177
57.136761,-2.083516
57.136807,-2.08198
57.136911,-2.073091
57.136763,-2.080641
57.136481,-2.085647
57.136428,-2.084127
57.136393,-2.082937
57.136457,-2.080955
57.13689,-2.078973
57.136512,-2.079451
57.136549,-2.078344
57.136936,-2.076957
57.136703,-2.076032
57.13686,-2.082409
57.137639,-2.072994
57.137343,-2.07263
57.137712,-2.0704
57.138977,-2.08752
57.138041,-2.076299
57.138,-2.083684
57.138464,-2.088196
57.138151,-2.087369
57.138145,-2.082429
57.13813,-2.077472
57.138597,-2.077721
57.139578,-2.075393
57.139299,-2.075161
57.139389,-2.075162
57.13894,-2.075326
57.13903,-2.075326
57.13868,-2.074896
57.138698,-2.074846
57.138555,-2.073574
57.137907,-2.074448
57.137926,-2.073655
