latitude,longitude
52.928855,-1.503428
52.928661,-1.502792
52.928344,-1.501891
52.927513,-1.499204
52.927774,-1.498966
52.928374,-1.498455
52.92855,-1.497615
52.92909,-1.496639
52.928746,-1.496101
52.9281,-1.494674
52.927592,-1.493894
52.927053,-1.494287
52.92629,-1.494829
52.925796,-1.493192
52.924976,-1.488443
52.925568,-1.487869
52.925184,-1.486465
52.924815,-1.485177
52.924361,-1.484054
52.923299,-1.484501
52.922053,-1.485292
52.921463,-1.486202
