latitude,longitude
52.928855,-1.503428
52.92894,-1.503646
52.928217,-1.501503
52.927686,-1.499844
52.927477,-1.501285
52.92687,-1.501778
52.92575,-1.501858
52.925396,-1.501698
52.924417,-1.50103
52.924048,-1.499357
52.923747,-1.498638
52.923656,-1.4971
52.922092,-1.497407
52.921992,-1.494906
52.921351,-1.495338
52.920319,-1.495998
52.92073,-1.494121
52.921264,-1.490843
52.921474,-1.48808
52.921212,-1.486562
52.921463,-1.486202
